,feature,support,ranking,mean score,std score
251,R_4_13_periods_std,False,109,0.7774930047877502,0.0019749222547006434
118,D_93,False,110,0.7773465869958311,0.0015291653895067093
303,R_13_13_periods_logmax,False,111,0.777379587436585,0.0013178911179924217
356,D_115_13_periods_sum,False,112,0.7764667544018055,0.0012068665989413403
298,B_27_13_periods_sum,False,113,0.7765535642259707,0.0004784754872011933
95,R_15,False,114,0.7767605436814073,0.0018487009352530313
99,S_18,False,115,0.7768183048275977,0.0025127080302146192
32,S_6,False,116,0.7668108563060658,0.0018593831695710484
114,R_22,False,117,0.7774285799035072,0.0019165389264435646
106,S_19,False,118,0.7772364485599995,0.0018037585433388203
314,R_18_13_periods_sum,False,119,0.7773379648862194,0.0019996132829637873
89,S_17,False,120,0.7758505850235907,0.0028371954532764583
287,D_77_13_periods_logmin,False,121,0.7768208594919336,0.0022339515740928606
326,D_91_13_periods_max,False,122,0.7773796341848433,0.0019258860158474756
86,B_27,False,123,0.7757410913993259,0.001630882745549614
319,S_20_13_periods_max,False,124,0.7780900483167719,0.0012787520640964506
117,D_92,False,125,0.7773854858100113,0.0012639681955063594
274,D_69_13_periods_logmax,False,126,0.7772075295108313,0.0016482293798885297
115,R_23,False,127,0.7780963950161048,0.0009666143816217975
380,D_140_13_periods_logmax,False,128,0.7769403676969313,0.003330905653362358
94,R_14,False,129,0.7766639708966113,0.0019689848507479274
164,R_28,False,130,0.7789636313515234,0.0020073907558454613
112,B_33,False,131,0.7778045329819183,0.0017562139289543151
384,D_144_13_periods_logfirst,False,132,0.7769403676969313,0.003330905653362358
122,D_96,False,133,0.7778062919376816,0.0022833668439825104
323,D_89_13_periods_logmax,False,134,0.7769173801585669,0.002447870282641102
160,D_130,False,135,0.7777301709021127,0.001912830086548055
313,R_17_13_periods_logmax,False,136,0.7774512551601716,0.0017251225627112922
284,D_76_13_periods_sum,False,137,0.7783496071914503,0.0015713541144899658
119,D_94,False,138,0.7779597241726727,0.0012752006728058856
339,D_103_13_periods_logmax,False,139,0.7770377004507855,0.0014209048837503303
103,R_18,False,140,0.7762943200070099,0.002052925268767739
109,S_20,False,141,0.7774935670073031,0.0011605439348590615
321,R_21_13_periods_max,False,142,0.7771239493543891,0.0020757660018035384
152,D_123,False,143,0.7781654649863574,0.0014928020046741691
348,D_109_13_periods_logsum,False,144,0.7771090145823742,0.0014600710089375634
427,D_68_5.0_13_periods_std,False,145,0.7763860321217078,0.003347510922246652
362,D_124_13_periods_std,False,146,0.7762488528966252,0.00191957432594053
403,D_117_4.0_13_periods_sum,False,147,0.7761150678585778,0.0035478262033455943
377,D_137_13_periods_logmin,False,148,0.7769403676969313,0.003330905653362358
120,R_24,False,149,0.7775602047963179,0.0015785095923998374
183,B_38_4.0,False,150,0.7784585739928382,0.0015221172250491166
342,D_106_13_periods_logmin,False,151,0.7767295770493042,0.001656115855963157
184,B_38_5.0,False,152,0.7781939864209921,0.0018687127876625576
318,B_32_13_periods_max,False,153,0.7775137911626946,0.0007032292779451912
325,R_23_13_periods_logsum,False,154,0.777256705653895,0.0007344375356036463
328,D_93_13_periods_logsum,False,155,0.7774406199767756,0.0016298818426073137
329,D_94_13_periods_logsum,False,156,0.7776667835228306,0.0013616616919269586
383,D_143_13_periods_logmax,False,157,0.7769403676969313,0.003330905653362358
375,D_135_13_periods_logmin,False,158,0.7769403676969313,0.003330905653362358
299,D_81_13_periods_logmax,False,159,0.776657120202689,0.0016703884802769806
111,R_21,False,160,0.7771338002859544,0.001172888253124142
423,D_68_1.0_13_periods_std,False,161,0.7768741413991014,0.0032651692457952713
196,D_117_5.0,False,162,0.7779516680000276,0.0016969013068454766
382,D_142_13_periods_sum,False,163,0.7769403676969313,0.003330905653362358
345,R_26_3_periods_std,False,164,0.7772800214352784,0.0016774625570414176
316,B_31_13_periods_std,False,165,0.7770487349371681,0.0012282725754241871
